ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
3 0 0 4.0 0.0444444444 0.0444444444 6.84 22.8 100.0 0.99999 1.0
4 0 0 6.0 0.0888888888 0.0444444444 6.84 22.8 100.0 0.99999 1.0
5 0 0 8.0 0.1333333332 0.0444444444 6.84 22.8 100.0 0.99999 1.0
6 0 0 10.0 0.1777777776 0.0444444444 6.84 22.8 100.0 0.99999 1.0
7 0 0 12.0 0.222222222 0.0444444444 6.84 22.8 100.0 0.99999 1.0
8 0 0 14.0 0.2666666664 0.0444444444 6.84 22.8 100.0 0.99999 1.0
9 0 0 16.0 0.3111111108 0.0444444444 6.84 22.8 100.0 0.99999 1.0
10 0 0 18.0 0.3555555552 0.0444444444 6.84 22.8 100.0 0.99999 1.0
11 0 0 20.0 0.3999999996 0.0444444444 6.84 22.8 100.0 0.99999 1.0
12 0 0 22.0 0.444444444 0.0444444444 6.84 22.8 100.0 0.99999 1.0
13 0 0 24.0 0.4888888884 0.0444444444 6.84 22.8 100.0 0.99999 1.0
14 0 0 26.0 0.5333333328 0.0444444444 6.84 22.8 100.0 0.99999 1.0
15 0 0 28.0 0.5777777772 0.0444444444 6.84 22.8 100.0 0.99999 1.0
16 0 0 30.0 0.6222222216 0.0444444444 6.84 22.8 100.0 0.99999 1.0
17 0 0 32.0 0.666666666 0.0444444444 6.84 22.8 100.0 0.99999 1.0
18 0 0 34.0 0.7111111104 0.0444444444 6.84 22.8 100.0 0.99999 1.0
19 0 0 36.0 0.7555555548 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 0 0 38.0 0.7999999992 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 3 0.03999999999999925 41.99999999999999 0.8444444436 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 4 0.08999999999999925 44.0 0.888888888 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 5 0.12999999999999923 46.00000000000001 0.9333333324 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 6 0.16999999999999926 48.0 0.9777777768 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 7 0.2099999999999993 50.0 1.0222222212 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 8 0.23999999999999932 52.0 1.0666666656 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 9 0.26999999999999935 54.0 1.11111111 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 10 0.2999999999999994 56.0 1.1555555544 0.0444444444 6.84 22.8 100.0 0.99999 1.0
4 27 0.9099999999999999 58.0 1.1999999988 0.0444444444 6.84 22.8 100.0 0.99999 1.0
5 27 0.8799999999999999 60.0 1.2444444432 0.0444444444 6.84 22.8 100.0 0.99999 1.0
6 27 0.8499999999999999 62.0 1.2888888876 0.0444444444 6.84 22.8 100.0 0.99999 1.0
5 29 0.8899999999999999 64.0 1.333333332 0.0444444444 6.84 22.8 100.0 0.99999 1.0
6 29 0.8599999999999999 66.0 1.3777777764 0.0444444444 6.84 22.8 100.0 0.99999 1.0
4 32 0.9299999999999999 68.0 1.4222222208 0.0444444444 6.84 22.8 100.0 0.99999 1.0
5 32 0.8999999999999999 70.0 1.4666666652 0.0444444444 6.84 22.8 100.0 0.99999 1.0
6 32 0.8799999999999999 72.0 1.5111111096 0.0444444444 6.84 22.8 100.0 0.99999 1.0
7 32 0.8499999999999999 74.0 1.555555554 0.0444444444 6.84 22.8 100.0 0.99999 1.0
8 32 0.8299999999999998 76.0 1.5999999984 0.0444444444 6.84 22.8 100.0 0.99999 1.0
8 33 0.8299999999999998 78.0 1.6444444428 0.0444444444 6.84 22.8 100.0 0.99999 1.0
9 33 0.8099999999999998 80.0 1.6888888872 0.0444444444 6.84 22.8 100.0 0.99999 1.0
10 33 0.7899999999999998 82.0 1.7333333316 0.0444444444 6.84 22.8 100.0 0.99999 1.0
11 33 0.7699999999999998 84.0 1.777777776 0.0444444444 6.84 22.8 100.0 0.99999 1.0
12 33 0.7499999999999999 86.0 1.8222222204 0.0444444444 6.84 22.8 100.0 0.99999 1.0
12 34 0.7599999999999999 88.0 1.8666666648 0.0444444444 6.84 22.8 100.0 0.99999 1.0
13 34 0.7399999999999999 90.0 1.9111111092 0.0444444444 6.84 22.8 100.0 0.99999 1.0
14 34 0.7299999999999999 92.0 1.9555555536 0.0444444444 6.84 22.8 100.0 0.99999 1.0
15 34 0.7099999999999999 94.0 1.999999998 0.0444444444 6.84 22.8 100.0 0.99999 1.0
17 34 0.6799999999999998 97.00000000000001 2.0444444424 0.0444444444 6.84 22.8 100.0 0.99999 1.0
17 34 0.6799999999999999 98.0 2.0888888868 0.0444444444 6.84 22.8 100.0 0.99999 1.0
19 34 0.6499999999999999 101.0 2.1333333312 0.0444444444 6.84 22.8 100.0 0.99999 1.0
19 34 0.6499999999999999 102.0 2.1777777756 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 34 0.6399999999999999 104.0 2.22222222 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 36 0.6499999999999999 107.0 2.2666666644 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 36 0.6499999999999999 108.0 2.3111111088 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 37 0.6599999999999999 110.0 2.3555555532 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 39 0.6699999999999999 113.0 2.3999999976 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 39 0.6699999999999999 114.0 2.444444442 0.0444444444 6.84 22.8 100.0 0.99999 1.0
20 40 0.68 116.0 2.4888888864 0.0444444444 6.84 22.8 100.0 0.99999 1.0
