ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
4 0 0 12.250000000000007 0.0444444444 0.0444444444 11.4 22.8 50.0 0.99 8.0
5 0 0 23.25000000000001 0.0888888888 0.0444444444 11.4 22.8 50.0 0.99 8.0
7 0 0 34.42500000000001 0.1333333332 0.0444444444 11.4 22.8 50.0 0.99 8.0
8 0 0 46.25000000000002 0.1777777776 0.0444444444 11.4 22.8 50.0 0.99 8.0
9 0 0 57.25000000000003 0.222222222 0.0444444444 11.4 22.8 50.0 0.99 8.0
10 0 0 68.42500000000004 0.2666666664 0.0444444444 11.4 22.8 50.0 0.99 8.0
11 0 0 79.77500000000005 0.3111111108 0.0444444444 11.4 22.8 50.0 0.99 8.0
12 0 0 90.60000000000005 0.3555555552 0.0444444444 11.4 22.8 50.0 0.99 8.0
13 0 0 101.42500000000007 0.3999999996 0.0444444444 11.4 22.8 50.0 0.99 8.0
14 0 0 112.25000000000006 0.444444444 0.0444444444 11.4 22.8 50.0 0.99 8.0
16 0 0 126.0 0.4888888884 0.0444444444 11.4 22.8 50.0 0.99 8.0
17 0 0 137.0 0.5333333328 0.0444444444 11.4 22.8 50.0 0.99 8.0
18 0 0 148.0 0.5777777772 0.0444444444 11.4 22.8 50.0 0.99 8.0
19 0 0 159.0 0.6222222216 0.0444444444 11.4 22.8 50.0 0.99 8.0
20 0 0 170.00000000000003 0.666666666 0.0444444444 11.4 22.8 50.0 0.99 8.0
