ce cc z cost lambda mu edge_d cloud_d target_d percentile cost_ratio
4 0 0 89.00000000000006 0.0444444444 0.0444444444 11.4 22.8 50.0 0.99 4.0
5 0 0 190.00000000000014 0.0888888888 0.0444444444 11.4 22.8 50.0 0.99 4.0
7 0 0 292.50000000000017 0.1333333332 0.0444444444 11.4 22.8 50.0 0.99 4.0
8 0 0 393.0000000000002 0.1777777776 0.0444444444 11.4 22.8 50.0 0.99 4.0
9 0 0 494.0000000000003 0.222222222 0.0444444444 11.4 22.8 50.0 0.99 4.0
10 0 0 596.5000000000003 0.2666666664 0.0444444444 11.4 22.8 50.0 0.99 4.0
11 0 0 700.5000000000005 0.3111111108 0.0444444444 11.4 22.8 50.0 0.99 4.0
12 0 0 800.0000000000005 0.3555555552 0.0444444444 11.4 22.8 50.0 0.99 4.0
13 0 0 899.5000000000006 0.3999999996 0.0444444444 11.4 22.8 50.0 0.99 4.0
14 0 0 999.0000000000007 0.444444444 0.0444444444 11.4 22.8 50.0 0.99 4.0
16 0 0 1116.0 0.4888888884 0.0444444444 11.4 22.8 50.0 0.99 4.0
17 0 0 1217.0 0.5333333328 0.0444444444 11.4 22.8 50.0 0.99 4.0
18 0 0 1318.0000000000002 0.5777777772 0.0444444444 11.4 22.8 50.0 0.99 4.0
19 0 0 1419.0 0.6222222216 0.0444444444 11.4 22.8 50.0 0.99 4.0
20 0 0 1520.0 0.666666666 0.0444444444 11.4 22.8 50.0 0.99 4.0
